consumable_id,consumable_name,consumable_box_name,consumable_tier,consumable_type,consumable_category,consumable_ingredients,consumable_duration,consumable_effect,consumable_toxicity,consumable_price,consumable_weight,consumable_description,consumable_observation,consumable_method,consumable_effect_area
ELEXIR-034,Elixir do Sapo,Elixir do Sapo | Obra-Prima,Obra-Prima,Elixir,Utilidade,,6 Horas,Garante ao usuário a habilidade de respirar debaixo d'água e um bônus de +10 em testes de natação.,4.0,750,0.4,"
- Um líquido translúcido de tonalidade verde-pálida com leves reflexos azulados que se movem lentamente, como bolhas presas em água parada.
- Quando o frasco é agitado, pequenas esferas de ar se formam e permanecem suspensas por alguns instantes antes de desaparecer, sugerindo a adaptação entre ar e água. Sua consistência é leve e refrescante, deixando no vidro trilhas fluidas que lembram condensação.
- O aroma é úmido e vegetal — água doce, folhas aquáticas e um leve toque mineral fresco.
- Ao ser ingerido, a sensação começa na garganta com um frescor suave, seguida por uma respiração que parece mais profunda e eficiente. O corpo se ajusta gradualmente: o impulso de prender o ar desaparece, a água deixa de provocar pânico e respirar torna-se possível mesmo submerso, como se o corpo lembrasse um instinto antigo.
- Quando o efeito termina, a necessidade de ar retorna de forma abrupta e evidente.",,,
ELEXIR-035,Elixir do Stalker,Elixir do Stalker | Comum,Comum,Elixir,Utilidade,,2 Horas,Garente ao usuário se tornar invisível ao seu bel prazer.,16.0,200,0.8,"
- Um líquido quase incolor, com leve tonalidade prateada que só se revela quando a luz o atravessa em determinado ângulo.
- Dentro do frasco, o conteúdo parece distorcer o que está atrás dele, criando pequenas refrações e deslocamentos visuais, como vidro imperfeito ou calor no ar. Quando agitado, não forma redemoinhos visíveis — apenas ondulações sutis que fazem o líquido parecer desaparecer por instantes antes de reaparecer.
- O aroma é extremamente discreto — ar frio, cristal e um leve toque mineral seco.
- Ao ser ingerido, a sensação é estranha e silenciosa: primeiro uma leve ausência de peso perceptivo, depois a impressão de que o próprio corpo deixa de ocupar o mesmo espaço visual. Sons e presença permanecem, mas a imagem desaparece, como se o usuário tivesse sido apagado do olhar do mundo.
- Quando o efeito termina, a visibilidade retorna gradualmente, começando por reflexos e contornos.","
- O usuário não pode ser visto visualmente, mas ainda pode ser ouvido, rastreado ou percebido por outros sentidos.
- Não oculta automaticamente equipamentos barulhentos, pegadas ou interação com o ambiente.",,
ELEXIR-036,Elixir do Stalker,Elixir do Stalker | Boa,Boa,Elixir,Utilidade,,3 Horas,Garente ao usuário se tornar invisível ao seu bel prazer.,12.0,400,0.7,"
- Um líquido quase incolor, com leve tonalidade prateada que só se revela quando a luz o atravessa em determinado ângulo.
- Dentro do frasco, o conteúdo parece distorcer o que está atrás dele, criando pequenas refrações e deslocamentos visuais, como vidro imperfeito ou calor no ar. Quando agitado, não forma redemoinhos visíveis — apenas ondulações sutis que fazem o líquido parecer desaparecer por instantes antes de reaparecer.
- O aroma é extremamente discreto — ar frio, cristal e um leve toque mineral seco.
- Ao ser ingerido, a sensação é estranha e silenciosa: primeiro uma leve ausência de peso perceptivo, depois a impressão de que o próprio corpo deixa de ocupar o mesmo espaço visual. Sons e presença permanecem, mas a imagem desaparece, como se o usuário tivesse sido apagado do olhar do mundo.
- Quando o efeito termina, a visibilidade retorna gradualmente, começando por reflexos e contornos.","
- O usuário não pode ser visto visualmente, mas ainda pode ser ouvido, rastreado ou percebido por outros sentidos.
- Não oculta automaticamente equipamentos barulhentos, pegadas ou interação com o ambiente.",,
ELEXIR-037,Elixir do Stalker,Elixir do Stalker | Superior,Superior,Elixir,Utilidade,,4 Horas,Garente ao usuário se tornar invisível ao seu bel prazer.,10.0,600,0.6,"
- Um líquido quase incolor, com leve tonalidade prateada que só se revela quando a luz o atravessa em determinado ângulo.
- Dentro do frasco, o conteúdo parece distorcer o que está atrás dele, criando pequenas refrações e deslocamentos visuais, como vidro imperfeito ou calor no ar. Quando agitado, não forma redemoinhos visíveis — apenas ondulações sutis que fazem o líquido parecer desaparecer por instantes antes de reaparecer.
- O aroma é extremamente discreto — ar frio, cristal e um leve toque mineral seco.
- Ao ser ingerido, a sensação é estranha e silenciosa: primeiro uma leve ausência de peso perceptivo, depois a impressão de que o próprio corpo deixa de ocupar o mesmo espaço visual. Sons e presença permanecem, mas a imagem desaparece, como se o usuário tivesse sido apagado do olhar do mundo.
- Quando o efeito termina, a visibilidade retorna gradualmente, começando por reflexos e contornos.","
- O usuário não pode ser visto visualmente, mas ainda pode ser ouvido, rastreado ou percebido por outros sentidos.
- Não oculta automaticamente equipamentos barulhentos, pegadas ou interação com o ambiente.",,
ELEXIR-038,Elixir do Stalker,Elixir do Stalker | Excelente,Excelente,Elixir,Utilidade,,5 Horas,Garente ao usuário se tornar invisível ao seu bel prazer.,8.0,800,0.5,"
- Um líquido quase incolor, com leve tonalidade prateada que só se revela quando a luz o atravessa em determinado ângulo.
- Dentro do frasco, o conteúdo parece distorcer o que está atrás dele, criando pequenas refrações e deslocamentos visuais, como vidro imperfeito ou calor no ar. Quando agitado, não forma redemoinhos visíveis — apenas ondulações sutis que fazem o líquido parecer desaparecer por instantes antes de reaparecer.
- O aroma é extremamente discreto — ar frio, cristal e um leve toque mineral seco.
- Ao ser ingerido, a sensação é estranha e silenciosa: primeiro uma leve ausência de peso perceptivo, depois a impressão de que o próprio corpo deixa de ocupar o mesmo espaço visual. Sons e presença permanecem, mas a imagem desaparece, como se o usuário tivesse sido apagado do olhar do mundo.
- Quando o efeito termina, a visibilidade retorna gradualmente, começando por reflexos e contornos.","
- O usuário não pode ser visto visualmente, mas ainda pode ser ouvido, rastreado ou percebido por outros sentidos.
- Não oculta automaticamente equipamentos barulhentos, pegadas ou interação com o ambiente.",,
ELEXIR-039,Elixir do Stalker,Elixir do Stalker | Obra-Prima,Obra-Prima,Elixir,Utilidade,,6 Horas,"Garente ao usuário se tornar invisível ao seu bel prazer, enquanto invisível não emite sons podendo ser percebido somente pelo feitiço Ver Invisível.",4.0,1000,0.4,"
- Um líquido quase incolor, com leve tonalidade prateada que só se revela quando a luz o atravessa em determinado ângulo.
- Dentro do frasco, o conteúdo parece distorcer o que está atrás dele, criando pequenas refrações e deslocamentos visuais, como vidro imperfeito ou calor no ar. Quando agitado, não forma redemoinhos visíveis — apenas ondulações sutis que fazem o líquido parecer desaparecer por instantes antes de reaparecer.
- O aroma é extremamente discreto — ar frio, cristal e um leve toque mineral seco.
- Ao ser ingerido, a sensação é estranha e silenciosa: primeiro uma leve ausência de peso perceptivo, depois a impressão de que o próprio corpo deixa de ocupar o mesmo espaço visual. Sons e presença permanecem, mas a imagem desaparece, como se o usuário tivesse sido apagado do olhar do mundo.
- Quando o efeito termina, a visibilidade retorna gradualmente, começando por reflexos e contornos.","

- Não oculta automaticamente equipamentos barulhentos, pegadas ou interação com o ambiente.",,
BOMB-000,Granada de Estilhaços,Granada de Estilhaços | Comum,Comum,Bomba,Dano,,Instantânea,Causa 1d6 + 3 de dano em área.,,200,0.5,"
- Um pequeno recipiente esférico de vidro espesso envolto por uma malha metálica segmentada, visivelmente projetada para se fragmentar.
- No interior, um composto turvo de tonalidade cinza-âmbar permanece instável, formando bolhas lentas e breves vibrações quando a granada é movimentada. Finas linhas metálicas percorrem a estrutura externa, sugerindo pontos de ruptura deliberados.
- Ao ser ativada, um breve silvo precede a detonação — um estalo seco seguido por uma explosão violenta que dispersa fragmentos metálicos e de vidro em alta velocidade.
- O impacto não é apenas sonoro, mas físico: o ar se comprime, o chão responde e a área ao redor é varrida por estilhaços que ricocheteiam e se cravam em superfícies próximas.",,,Área de 2 Hex
BOMB-001,Granada de Estilhaços,Granada de Estilhaços | Boa,Boa,Bomba,Dano,,Instantânea,Causa 1d6 + 6 de dano em área.,,400,0.75,"
- Um pequeno recipiente esférico de vidro espesso envolto por uma malha metálica segmentada, visivelmente projetada para se fragmentar.
- No interior, um composto turvo de tonalidade cinza-âmbar permanece instável, formando bolhas lentas e breves vibrações quando a granada é movimentada. Finas linhas metálicas percorrem a estrutura externa, sugerindo pontos de ruptura deliberados.
- Ao ser ativada, um breve silvo precede a detonação — um estalo seco seguido por uma explosão violenta que dispersa fragmentos metálicos e de vidro em alta velocidade.
- O impacto não é apenas sonoro, mas físico: o ar se comprime, o chão responde e a área ao redor é varrida por estilhaços que ricocheteiam e se cravam em superfícies próximas.",,,Área de 2 Hex
BOMB-002,Granada de Estilhaços,Granada de Estilhaços | Superior,Superior,Bomba,Dano,,Instantânea,Causa 2d6 + 3 de dano em área.,,600,1.0,"
- Um pequeno recipiente esférico de vidro espesso envolto por uma malha metálica segmentada, visivelmente projetada para se fragmentar.
- No interior, um composto turvo de tonalidade cinza-âmbar permanece instável, formando bolhas lentas e breves vibrações quando a granada é movimentada. Finas linhas metálicas percorrem a estrutura externa, sugerindo pontos de ruptura deliberados.
- Ao ser ativada, um breve silvo precede a detonação — um estalo seco seguido por uma explosão violenta que dispersa fragmentos metálicos e de vidro em alta velocidade.
- O impacto não é apenas sonoro, mas físico: o ar se comprime, o chão responde e a área ao redor é varrida por estilhaços que ricocheteiam e se cravam em superfícies próximas.",,,Área de 3 Hex
BOMB-003,Granada de Estilhaços,Granada de Estilhaços | Excelente,Excelente,Bomba,Dano,,Instantânea,Causa 2d6 + 6 de dano em área.,,800,1.25,"
- Um pequeno recipiente esférico de vidro espesso envolto por uma malha metálica segmentada, visivelmente projetada para se fragmentar.
- No interior, um composto turvo de tonalidade cinza-âmbar permanece instável, formando bolhas lentas e breves vibrações quando a granada é movimentada. Finas linhas metálicas percorrem a estrutura externa, sugerindo pontos de ruptura deliberados.
- Ao ser ativada, um breve silvo precede a detonação — um estalo seco seguido por uma explosão violenta que dispersa fragmentos metálicos e de vidro em alta velocidade.
- O impacto não é apenas sonoro, mas físico: o ar se comprime, o chão responde e a área ao redor é varrida por estilhaços que ricocheteiam e se cravam em superfícies próximas.",,,Área de 3 Hex
BOMB-004,Granada de Estilhaços,Granada de Estilhaços | Obra-Prima,Obra-Prima,Bomba,Dano,,Instantânea,Causa 3d6 + 6 de dano em área.,,1000,1.5,"
- Um pequeno recipiente esférico de vidro espesso envolto por uma malha metálica segmentada, visivelmente projetada para se fragmentar.
- No interior, um composto turvo de tonalidade cinza-âmbar permanece instável, formando bolhas lentas e breves vibrações quando a granada é movimentada. Finas linhas metálicas percorrem a estrutura externa, sugerindo pontos de ruptura deliberados.
- Ao ser ativada, um breve silvo precede a detonação — um estalo seco seguido por uma explosão violenta que dispersa fragmentos metálicos e de vidro em alta velocidade.
- O impacto não é apenas sonoro, mas físico: o ar se comprime, o chão responde e a área ao redor é varrida por estilhaços que ricocheteiam e se cravam em superfícies próximas.",,,Área de 4 Hex
BOMB-005,Granada de Chamas,Granada de Chamas | Comum,Comum,Bomba,Dano,,2 Turnos,"
- No impacto cria uma área de chamas.
- Causa 1d6 de dano de fogo nos alvos na área impactada.
- Alvos que entrarem na área irão sofrer 1d6 de dano de fogo pelo restante da duração.",,200,0.5,"
- Um recipiente de vidro reforçado preenchido por um líquido espesso de tonalidade laranja-avermelhada, atravessado por veios mais escuros que se movem lentamente como brasas submersas.
- Quando agitada, pequenas faíscas luminosas surgem e desaparecem no interior, e o conteúdo parece aquecer levemente o próprio frasco. Um pavio alquímico curto permanece selado no topo, liberando um discreto cheiro de resina queimada.
- Ao se romper, o líquido se espalha rapidamente e reage ao contato com o ar, incendiando-se quase instantaneamente.
- As chamas aderem às superfícies atingidas, espalhando calor intenso e crepitante que transforma o local em uma área perigosa, com labaredas que persistem por alguns instantes antes de se dissiparem.","
- Os alvos atigindos que não estiverem na área de efeito podemo gastar um turno para extinguir as chamas e encerrar o efeito da bomba.",,Área de 2 Hex
